Order_ID,Order_Date,Product_ID,Region,Store_Type,Units_Sold,Discount,Revenue,Profit,Customer_Age,Gender,Payment_Method
NKORD01477,2024-06-12,NK008,Asia-Pacific,Retail,3,0,375.0,97.52,23,Female,PayPal
NKORD01478,2023-06-25,NK015,Latin America,Wholesale,3,5,79.8,21.13,23,Male,Google Pay
NKORD01479,2024-07-23,NK005,Latin America,Retail,3,10,459.0,131.57,32,Male,Credit Card
NKORD01480,2023-12-22,NK018,Europe,Online,1,10,25.2,5.17,23,Female,Debit Card
NKORD01481,2023-09-13,NK009,Europe,Retail,3,0,96.0,33.51,26,Male,PayPal
NKORD01482,2024-12-30,NK015,Europe,Retail,1,0,28.0,8.39,49,Male,Credit Card
NKORD01483,2023-09-07,NK015,North America,Outlet,1,5,26.6,5.51,36,Male,Google Pay
NKORD01484,2024-09-03,NK003,Middle East & Africa,Retail,1,20,152.0,44.98,33,Female,Credit Card
NKORD01485,2023-03-20,NK019,Latin America,Outlet,5,20,80.0,14.52,28,Male,Credit Card
NKORD01486,2024-11-07,NK009,Europe,Online,1,0,32.0,10.02,36,Female,Credit Card
NKORD01487,2024-04-12,NK009,Latin America,Outlet,2,5,60.8,18.51,24,Female,NetBanking
NKORD01488,2024-04-05,NK006,Europe,Online,3,5,413.25,135.74,30,Female,Credit Card
NKORD01489,2023-06-30,NK015,Europe,Online,5,0,140.0,41.21,36,Female,Credit Card
NKORD01490,2025-04-23,NK016,North America,Online,3,20,96.0,26.34,18,Male,Apple Pay
NKORD01491,2024-12-14,NK020,Asia-Pacific,Retail,2,10,54.0,17.64,18,Female,NetBanking
NKORD01492,2024-08-14,NK001,Europe,Online,3,20,276.0,56.53,34,Female,Credit Card
NKORD01493,2025-06-04,NK001,Europe,Outlet,1,0,115.0,42.03,35,Male,PayPal
NKORD01494,2025-09-18,NK004,Middle East & Africa,Retail,6,5,684.0,195.26,25,Female,Debit Card
NKORD01495,2025-09-13,NK019,Latin America,Outlet,4,5,76.0,19.66,21,Female,NetBanking
NKORD01496,2025-07-21,NK002,Europe,Wholesale,4,10,486.0,108.37,33,Male,Credit Card
NKORD01497,2023-06-25,NK001,Middle East & Africa,Online,3,0,345.0,109.64,19,Male,Credit Card
NKORD01498,2025-07-15,NK018,Latin America,Outlet,1,5,26.6,5.98,25,Male,Apple Pay
NKORD01499,2024-12-06,NK005,Middle East & Africa,Retail,4,0,680.0,257.94,33,Female,UPI
NKORD01500,2025-05-07,NK008,Asia-Pacific,Retail,2,10,225.0,51.8,35,Female,Debit Card
NKORD01501,2025-01-17,NK017,Asia-Pacific,Wholesale,4,10,180.0,41.13,22,Other,Credit Card
NKORD01502,2024-11-21,NK019,Latin America,Online,1,40,12.0,1.56,18,Female,Credit Card
NKORD01503,2024-08-22,NK001,Europe,Online,1,10,103.5,37.74,27,Male,Cash
NKORD01504,2024-10-29,NK003,Asia-Pacific,Wholesale,2,10,342.0,100.27,24,Female,Apple Pay
NKORD01505,2025-08-15,NK018,Asia-Pacific,Retail,2,10,50.4,14.56,37,Male,Credit Card
NKORD01506,2023-11-22,NK015,Middle East & Africa,Online,1,0,28.0,8.36,30,Male,Debit Card
NKORD01507,2023-09-21,NK012,Latin America,Retail,5,20,120.0,38.73,18,Male,Credit Card
NKORD01508,2023-08-17,NK015,Asia-Pacific,Retail,4,20,89.6,19.18,28,Female,Cash
NKORD01509,2024-06-10,NK015,Latin America,Outlet,1,5,26.6,8.58,21,Female,UPI
NKORD01510,2023-07-29,NK010,Latin America,Online,3,5,185.25,64.67,33,Male,Credit Card
NKORD01511,2024-07-23,NK013,North America,Retail,4,40,300.0,62.35,23,Female,PayPal
NKORD01512,2023-06-17,NK009,Middle East & Africa,Retail,2,10,57.6,12.67,25,Male,Credit Card
NKORD01513,2025-08-01,NK011,North America,Retail,2,10,279.0,75.05,28,Male,Google Pay
NKORD01514,2024-03-18,NK019,North America,Online,3,0,60.0,15.19,24,Female,UPI
NKORD01515,2024-02-21,NK013,Europe,Retail,1,20,100.0,32.17,21,Male,Credit Card
NKORD01516,2024-11-30,NK005,Asia-Pacific,Retail,4,5,646.0,246.57,32,Female,Credit Card
NKORD01517,2025-08-03,NK008,North America,Online,3,0,375.0,102.56,45,Male,UPI
NKORD01518,2024-05-09,NK006,Middle East & Africa,Online,2,0,290.0,96.74,18,Male,Credit Card
NKORD01519,2023-11-16,NK001,Europe,Retail,4,0,460.0,158.76,40,Female,Debit Card
NKORD01520,2024-01-06,NK017,Europe,Online,3,0,150.0,51.11,35,Female,UPI
NKORD01521,2023-10-27,NK019,North America,Retail,1,10,18.0,5.88,46,Male,Credit Card
NKORD01522,2024-05-07,NK007,North America,Retail,4,10,594.0,137.08,33,Female,UPI
NKORD01523,2024-04-03,NK006,Europe,Online,2,20,232.0,52.55,31,Female,Apple Pay
NKORD01524,2023-03-24,NK018,Asia-Pacific,Retail,6,0,168.0,51.5,43,Male,UPI
NKORD01525,2025-07-16,NK015,Asia-Pacific,Online,4,40,67.2,9.05,38,Male,Debit Card
NKORD01526,2023-10-31,NK019,Middle East & Africa,Online,2,10,36.0,7.93,52,Male,Credit Card
NKORD01527,2023-09-30,NK015,Latin America,Wholesale,5,10,126.0,29.11,28,Male,Credit Card
NKORD01528,2025-06-22,NK013,Asia-Pacific,Retail,3,20,300.0,82.07,30,Male,NetBanking
NKORD01529,2023-12-20,NK014,Asia-Pacific,Retail,4,10,414.0,141.09,49,Female,PayPal
NKORD01530,2024-09-23,NK008,Latin America,Retail,2,20,200.0,60.24,18,Female,Credit Card
NKORD01531,2024-02-26,NK006,Europe,Outlet,2,5,275.5,92.86,34,Male,Credit Card
NKORD01532,2025-02-23,NK009,Europe,Wholesale,2,0,64.0,18.05,37,Female,Cash
NKORD01533,2025-07-12,NK020,Latin America,Retail,3,5,85.5,24.49,22,Female,NetBanking
NKORD01534,2024-10-31,NK016,Middle East & Africa,Online,6,20,192.0,39.34,18,Male,UPI
NKORD01535,2023-07-21,NK015,Europe,Online,2,0,56.0,12.63,43,Female,Debit Card
NKORD01536,2024-12-21,NK015,Europe,Online,4,5,106.4,33.96,27,Female,Credit Card
NKORD01537,2023-02-09,NK011,Middle East & Africa,Online,1,10,139.5,44.66,32,Male,Debit Card
NKORD01538,2024-03-18,NK009,Latin America,Online,1,10,28.8,6.37,39,Female,NetBanking
NKORD01539,2025-01-01,NK015,Europe,Online,2,10,50.4,11.52,35,Male,Credit Card
NKORD01540,2023-02-19,NK004,Europe,Retail,4,20,384.0,111.63,36,Female,UPI
NKORD01541,2023-05-09,NK018,Asia-Pacific,Online,1,10,25.2,8.19,18,Male,Cash
NKORD01542,2024-03-04,NK006,Latin America,Online,7,20,812.0,216.36,19,Male,NetBanking
NKORD01543,2023-06-22,NK005,Latin America,Retail,1,20,136.0,35.53,27,Female,Credit Card
NKORD01544,2024-10-15,NK006,North America,Retail,1,40,87.0,19.73,30,Male,Google Pay
NKORD01545,2025-07-01,NK007,Asia-Pacific,Retail,2,5,313.5,88.17,26,Male,Credit Card
NKORD01546,2024-02-02,NK001,North America,Online,3,20,276.0,66.06,32,Female,Cash
NKORD01547,2024-06-29,NK014,Asia-Pacific,Retail,1,20,92.0,24.32,40,Other,Credit Card
NKORD01548,2023-12-24,NK015,Latin America,Wholesale,5,5,133.0,28.75,28,Male,Credit Card
NKORD01549,2023-07-29,NK009,North America,Retail,1,0,32.0,10.84,24,Male,Credit Card
NKORD01550,2024-03-12,NK018,Latin America,Wholesale,5,5,133.0,30.34,25,Other,Credit Card
NKORD01551,2025-02-23,NK010,Latin America,Online,4,10,234.0,56.81,29,Male,Debit Card
NKORD01552,2024-04-02,NK011,North America,Online,5,20,620.0,137.8,26,Male,NetBanking
NKORD01553,2023-03-13,NK009,Middle East & Africa,Retail,2,0,64.0,24.01,30,Female,Credit Card
NKORD01554,2024-12-12,NK001,Middle East & Africa,Outlet,1,10,103.5,23.75,33,Female,PayPal
NKORD01555,2024-01-16,NK007,North America,Wholesale,2,5,313.5,102.72,30,Male,Credit Card
NKORD01556,2023-04-05,NK010,Asia-Pacific,Retail,3,20,156.0,28.44,39,Male,UPI
NKORD01557,2023-01-20,NK016,Asia-Pacific,Wholesale,4,5,152.0,36.35,54,Female,Google Pay
NKORD01558,2023-11-25,NK017,Europe,Retail,1,0,50.0,11.83,33,Male,UPI
NKORD01559,2025-06-02,NK007,Europe,Wholesale,3,0,495.0,173.44,18,Male,Apple Pay
NKORD01560,2024-03-11,NK012,Asia-Pacific,Wholesale,3,5,85.5,17.57,19,Female,Credit Card
NKORD01561,2023-11-04,NK004,Latin America,Online,5,10,540.0,142.96,31,Male,Credit Card
NKORD01562,2024-08-22,NK004,Asia-Pacific,Online,5,10,540.0,195.71,18,Male,Credit Card
NKORD01563,2023-05-08,NK004,North America,Retail,7,10,756.0,274.18,30,Male,NetBanking
NKORD01564,2024-08-06,NK019,Europe,Wholesale,2,20,32.0,6.6,22,Female,PayPal
NKORD01565,2023-02-26,NK005,Asia-Pacific,Online,2,0,340.0,118.93,22,Other,Google Pay
NKORD01566,2023-04-18,NK012,Asia-Pacific,Retail,6,10,162.0,37.0,34,Female,Debit Card
NKORD01567,2025-08-21,NK002,Latin America,Wholesale,6,40,486.0,68.85,32,Male,UPI
NKORD01568,2025-06-01,NK005,Europe,Wholesale,1,10,153.0,36.27,47,Female,Debit Card
NKORD01569,2023-07-11,NK011,Latin America,Retail,7,10,976.5,302.54,18,Female,Google Pay
NKORD01570,2023-10-10,NK005,North America,Retail,1,5,161.5,61.58,35,Male,UPI
NKORD01571,2024-06-07,NK016,Europe,Online,1,0,40.0,10.98,27,Female,Google Pay
NKORD01572,2023-10-22,NK009,Asia-Pacific,Online,1,10,28.8,6.26,29,Female,Google Pay
NKORD01573,2025-06-27,NK013,Asia-Pacific,Wholesale,2,5,237.5,58.68,41,Female,Credit Card
NKORD01574,2024-02-17,NK019,Latin America,Online,4,20,64.0,10.83,36,Female,UPI
NKORD01575,2025-06-27,NK013,Latin America,Online,1,5,118.75,33.29,41,Male,UPI
NKORD01576,2024-07-13,NK012,Latin America,Retail,2,10,54.0,14.28,38,Male,Debit Card
NKORD01577,2023-12-10,NK018,Middle East & Africa,Online,1,5,26.6,5.63,35,Female,UPI
NKORD01578,2025-03-21,NK012,Latin America,Online,4,10,108.0,24.12,35,Female,UPI
NKORD01579,2025-08-08,NK005,North America,Online,2,0,340.0,95.14,31,Other,UPI
NKORD01580,2025-07-29,NK009,North America,Retail,3,5,91.2,22.73,20,Male,UPI
NKORD01581,2025-09-06,NK004,Europe,Outlet,7,5,798.0,259.71,43,Male,UPI
NKORD01582,2023-03-26,NK009,Middle East & Africa,Online,4,20,102.4,22.92,55,Female,Credit Card
NKORD01583,2023-11-28,NK010,Middle East & Africa,Online,4,20,208.0,43.67,29,Female,NetBanking
NKORD01584,2024-12-03,NK004,North America,Online,5,10,540.0,158.2,38,Male,Google Pay
NKORD01585,2025-09-19,NK014,Asia-Pacific,Online,2,10,207.0,68.04,24,Male,Cash
NKORD01586,2024-04-27,NK016,Europe,Online,4,5,152.0,34.49,31,Male,Debit Card
NKORD01587,2023-05-07,NK020,Europe,Online,2,5,57.0,18.18,28,Female,NetBanking
NKORD01588,2023-08-16,NK018,Europe,Retail,3,5,79.8,21.02,38,Female,Debit Card
NKORD01589,2024-07-20,NK004,Latin America,Online,1,5,114.0,38.87,39,Other,Credit Card
NKORD01590,2023-11-12,NK001,Latin America,Online,3,10,310.5,83.52,28,Male,Credit Card
NKORD01591,2023-03-29,NK009,North America,Retail,1,10,28.8,9.13,29,Other,UPI
NKORD01592,2025-09-11,NK004,North America,Outlet,2,5,228.0,77.46,30,Female,PayPal
NKORD01593,2023-06-19,NK004,Middle East & Africa,Wholesale,2,5,228.0,46.84,34,Female,Credit Card
NKORD01594,2023-07-14,NK012,Asia-Pacific,Online,4,5,114.0,29.14,27,Male,PayPal
NKORD01595,2024-02-29,NK014,North America,Online,2,10,207.0,53.14,33,Male,Google Pay
NKORD01596,2023-04-23,NK008,Asia-Pacific,Retail,1,10,112.5,34.32,20,Other,Cash
NKORD01597,2025-01-16,NK011,Asia-Pacific,Outlet,2,10,279.0,58.44,19,Male,Credit Card
NKORD01598,2023-12-12,NK004,North America,Retail,2,5,228.0,67.04,42,Female,Cash
NKORD01599,2023-06-05,NK002,Europe,Wholesale,2,0,270.0,95.57,53,Male,Google Pay
NKORD01600,2024-04-20,NK011,Asia-Pacific,Wholesale,5,0,775.0,255.47,21,Male,Debit Card
NKORD01601,2025-07-01,NK019,Europe,Wholesale,4,10,72.0,17.4,20,Male,NetBanking
NKORD01602,2023-11-02,NK001,Asia-Pacific,Online,4,5,437.0,152.16,31,Male,Credit Card
NKORD01603,2025-01-31,NK020,North America,Online,1,10,27.0,7.55,49,Female,UPI
NKORD01604,2023-07-23,NK011,Asia-Pacific,Wholesale,1,20,124.0,30.71,39,Male,Credit Card
NKORD01605,2023-01-09,NK003,North America,Retail,1,10,171.0,56.02,19,Female,UPI
NKORD01606,2023-04-13,NK003,Asia-Pacific,Retail,3,0,570.0,206.37,36,Female,UPI
NKORD01607,2024-11-06,NK018,Asia-Pacific,Retail,2,5,53.2,12.05,36,Female,NetBanking
NKORD01608,2025-04-07,NK004,North America,Retail,1,0,120.0,38.5,26,Male,UPI
NKORD01609,2024-10-15,NK009,Europe,Retail,2,5,60.8,16.03,18,Male,Apple Pay
NKORD01610,2023-10-23,NK018,Europe,Online,5,20,112.0,24.82,39,Male,Credit Card
NKORD01611,2023-08-03,NK004,Europe,Outlet,6,5,684.0,152.44,18,Female,Credit Card
NKORD01612,2024-04-05,NK019,Asia-Pacific,Wholesale,1,10,18.0,5.02,29,Male,Credit Card
NKORD01613,2023-07-06,NK015,North America,Online,1,0,28.0,8.48,42,Female,Credit Card
NKORD01614,2025-04-23,NK018,Asia-Pacific,Retail,3,10,75.6,21.99,32,Male,Credit Card
NKORD01615,2024-04-03,NK015,Latin America,Online,3,5,79.8,22.84,30,Female,NetBanking
NKORD01616,2025-06-22,NK017,Asia-Pacific,Retail,2,10,90.0,17.7,20,Male,NetBanking
NKORD01617,2024-07-17,NK010,Latin America,Outlet,4,0,260.0,90.12,25,Male,PayPal
NKORD01618,2023-04-16,NK020,Asia-Pacific,Outlet,4,5,114.0,25.42,33,Male,UPI
NKORD01619,2023-11-23,NK002,Europe,Wholesale,2,5,256.5,67.75,29,Male,NetBanking
NKORD01620,2023-05-22,NK002,Latin America,Online,1,10,121.5,30.26,22,Male,Debit Card
NKORD01621,2025-07-28,NK016,North America,Online,2,5,76.0,18.95,24,Male,Credit Card
NKORD01622,2023-06-20,NK007,North America,Online,1,0,165.0,43.24,41,Female,NetBanking
NKORD01623,2024-07-05,NK016,Latin America,Outlet,1,20,32.0,7.75,19,Female,Credit Card
NKORD01624,2025-07-16,NK004,Europe,Online,4,0,480.0,151.54,19,Male,Debit Card
NKORD01625,2023-03-18,NK009,Latin America,Retail,2,10,57.6,11.64,28,Male,Credit Card
NKORD01626,2023-12-14,NK004,Asia-Pacific,Online,3,5,342.0,109.9,23,Male,PayPal
NKORD01627,2025-05-07,NK004,North America,Retail,2,0,240.0,87.36,18,Male,Debit Card
NKORD01628,2025-07-20,NK016,Latin America,Online,3,10,108.0,22.59,40,Female,Credit Card
NKORD01629,2023-07-12,NK012,Asia-Pacific,Wholesale,3,0,90.0,26.49,20,Female,Credit Card
NKORD01630,2024-04-20,NK020,Asia-Pacific,Online,2,10,54.0,13.34,39,Female,Google Pay
NKORD01631,2024-04-24,NK004,Asia-Pacific,Online,2,20,192.0,47.62,19,Male,Credit Card
NKORD01632,2025-07-12,NK015,Asia-Pacific,Retail,1,10,25.2,6.85,21,Female,Debit Card
NKORD01633,2025-01-18,NK014,Asia-Pacific,Online,3,10,310.5,106.82,33,Female,Credit Card
NKORD01634,2024-03-10,NK014,Asia-Pacific,Online,2,20,184.0,44.51,43,Male,Cash
NKORD01635,2023-04-05,NK006,North America,Outlet,3,0,435.0,164.9,35,Female,Credit Card
NKORD01636,2024-06-29,NK005,Europe,Online,5,10,765.0,227.4,30,Female,PayPal
NKORD01637,2024-03-06,NK009,Asia-Pacific,Retail,4,40,76.8,12.12,26,Male,Debit Card
NKORD01638,2024-12-13,NK015,Asia-Pacific,Retail,4,0,112.0,39.67,26,Male,UPI
NKORD01639,2025-03-05,NK004,Latin America,Retail,6,10,648.0,171.87,28,Male,Cash
NKORD01640,2024-09-26,NK018,Europe,Online,4,20,89.6,19.12,19,Female,Credit Card
NKORD01641,2024-09-08,NK012,Latin America,Outlet,3,5,85.5,25.76,40,Other,UPI
NKORD01642,2023-08-06,NK009,Asia-Pacific,Online,1,10,28.8,9.53,21,Female,UPI
NKORD01643,2023-04-23,NK016,Latin America,Wholesale,2,5,76.0,16.58,38,Male,Google Pay
NKORD01644,2023-03-27,NK008,Latin America,Online,2,10,225.0,69.98,35,Female,UPI
NKORD01645,2024-06-01,NK005,North America,Online,1,10,153.0,53.87,20,Female,Google Pay
NKORD01646,2023-06-04,NK008,Latin America,Retail,1,10,112.5,26.56,46,Male,Cash
NKORD01647,2025-06-11,NK011,Middle East & Africa,Retail,4,20,496.0,145.11,40,Female,Credit Card
NKORD01648,2025-09-10,NK001,Latin America,Retail,1,20,92.0,19.37,24,Male,NetBanking
NKORD01649,2024-01-11,NK011,Asia-Pacific,Online,1,40,93.0,17.04,30,Male,Cash
NKORD01650,2023-07-20,NK019,Asia-Pacific,Wholesale,5,5,95.0,24.41,27,Male,NetBanking
NKORD01651,2024-02-20,NK016,Europe,Online,4,0,160.0,45.85,26,Female,Debit Card
NKORD01652,2024-08-16,NK002,North America,Wholesale,2,10,243.0,67.18,34,Male,Credit Card
NKORD01653,2023-11-05,NK009,Europe,Online,3,10,86.4,20.23,29,Female,Credit Card
NKORD01654,2024-05-01,NK014,North America,Outlet,2,5,218.5,53.63,39,Male,PayPal
NKORD01655,2023-08-17,NK001,Latin America,Retail,4,10,414.0,96.03,35,Female,PayPal
NKORD01656,2024-05-08,NK002,Middle East & Africa,Wholesale,4,5,513.0,128.25,44,Male,UPI
NKORD01657,2024-02-19,NK020,Asia-Pacific,Online,2,10,54.0,11.46,26,Female,Apple Pay
NKORD01658,2025-05-15,NK008,North America,Retail,3,5,356.25,88.17,23,Female,Debit Card
NKORD01659,2024-09-08,NK003,Latin America,Online,5,20,760.0,238.02,29,Female,NetBanking
NKORD01660,2023-11-26,NK012,North America,Online,4,0,120.0,39.39,43,Other,UPI
NKORD01661,2024-12-06,NK014,Europe,Retail,1,10,103.5,25.74,30,Female,NetBanking
NKORD01662,2025-05-10,NK014,North America,Wholesale,1,0,115.0,25.49,23,Female,Debit Card
NKORD01663,2023-02-28,NK005,Latin America,Retail,2,20,272.0,61.0,26,Male,Credit Card
NKORD01664,2025-03-24,NK003,North America,Outlet,5,20,760.0,147.97,27,Male,Credit Card
NKORD01665,2024-12-25,NK008,Europe,Retail,3,20,300.0,103.08,34,Female,Apple Pay
NKORD01666,2025-03-24,NK002,North America,Outlet,3,40,243.0,48.63,24,Male,Debit Card
NKORD01667,2023-02-09,NK003,Asia-Pacific,Online,3,40,342.0,78.61,19,Female,Google Pay
NKORD01668,2023-03-26,NK002,Latin America,Retail,1,10,121.5,38.83,31,Female,Credit Card
NKORD01669,2024-09-03,NK018,Latin America,Online,3,5,79.8,20.81,19,Female,UPI
NKORD01670,2025-09-20,NK009,North America,Online,2,40,38.4,6.63,29,Male,Credit Card
NKORD01671,2023-11-27,NK019,Middle East & Africa,Online,4,5,76.0,19.53,36,Male,Google Pay
NKORD01672,2023-07-23,NK013,North America,Online,1,0,125.0,33.66,27,Female,Apple Pay
NKORD01673,2024-03-05,NK001,Middle East & Africa,Outlet,3,10,310.5,91.53,18,Male,Credit Card
NKORD01674,2024-07-22,NK017,North America,Online,3,5,142.5,44.71,18,Female,PayPal
NKORD01675,2023-11-03,NK002,Europe,Online,5,5,641.25,195.49,24,Male,Debit Card
NKORD01676,2024-08-27,NK018,Latin America,Wholesale,2,10,50.4,11.6,28,Male,Credit Card
NKORD01677,2023-09-23,NK020,Middle East & Africa,Wholesale,2,20,48.0,11.36,23,Male,Credit Card
NKORD01678,2024-12-01,NK013,Middle East & Africa,Retail,4,20,400.0,92.34,24,Male,UPI
NKORD01679,2024-05-31,NK002,Asia-Pacific,Outlet,3,10,364.5,87.2,27,Male,Debit Card
NKORD01680,2023-06-14,NK005,Middle East & Africa,Online,2,10,306.0,109.79,19,Male,Credit Card
NKORD01681,2024-02-06,NK004,Latin America,Retail,2,5,228.0,58.65,31,Male,Google Pay
NKORD01682,2025-08-22,NK002,North America,Online,1,10,121.5,30.49,45,Female,Apple Pay
NKORD01683,2025-05-03,NK010,Asia-Pacific,Online,3,0,195.0,60.39,41,Other,PayPal
NKORD01684,2024-05-06,NK015,Europe,Outlet,5,10,126.0,29.04,20,Male,PayPal
NKORD01685,2024-11-15,NK010,Middle East & Africa,Retail,5,0,325.0,81.88,30,Female,Debit Card
NKORD01686,2023-01-19,NK017,Europe,Retail,2,5,95.0,23.64,26,Female,Cash
NKORD01687,2025-09-16,NK015,North America,Online,4,5,106.4,33.06,35,Male,PayPal
NKORD01688,2023-02-01,NK018,Asia-Pacific,Wholesale,1,40,16.8,2.93,38,Male,NetBanking
NKORD01689,2024-12-07,NK008,Asia-Pacific,Online,1,0,125.0,35.65,48,Male,UPI
NKORD01690,2024-03-30,NK004,Asia-Pacific,Retail,3,5,342.0,121.55,37,Male,Google Pay
NKORD01691,2024-09-14,NK002,Asia-Pacific,Outlet,5,10,607.5,185.19,27,Female,UPI
NKORD01692,2025-05-10,NK012,Middle East & Africa,Online,2,0,60.0,16.23,18,Female,Google Pay
NKORD01693,2023-10-09,NK005,Latin America,Online,1,5,161.5,59.19,37,Male,UPI
NKORD01694,2024-11-13,NK004,Asia-Pacific,Retail,3,10,324.0,97.89,36,Female,Cash
NKORD01695,2024-03-24,NK018,Asia-Pacific,Wholesale,1,0,28.0,7.19,35,Male,Credit Card
NKORD01696,2023-07-12,NK007,North America,Online,6,5,940.5,255.5,27,Male,Credit Card
NKORD01697,2024-10-16,NK018,North America,Retail,1,0,28.0,8.35,34,Male,PayPal
NKORD01698,2025-07-27,NK003,Europe,Outlet,3,5,541.5,176.52,18,Male,NetBanking
NKORD01699,2025-03-16,NK009,Europe,Outlet,3,0,96.0,22.6,32,Male,NetBanking
NKORD01700,2024-10-26,NK002,Europe,Online,5,5,641.25,223.78,26,Female,UPI
NKORD01701,2024-12-21,NK001,Middle East & Africa,Online,5,5,546.25,172.55,18,Male,Credit Card
NKORD01702,2025-04-01,NK008,Europe,Retail,5,5,593.75,175.44,32,Male,Credit Card
NKORD01703,2024-07-25,NK018,Latin America,Outlet,2,5,53.2,17.21,25,Male,Credit Card
NKORD01704,2024-06-29,NK019,Middle East & Africa,Online,4,5,76.0,20.98,43,Male,Debit Card
NKORD01705,2024-10-16,NK011,North America,Retail,1,10,139.5,49.34,51,Male,Debit Card
NKORD01706,2025-05-21,NK019,Middle East & Africa,Retail,3,40,36.0,4.32,36,Male,Debit Card
NKORD01707,2025-09-22,NK006,Middle East & Africa,Retail,3,5,413.25,113.88,33,Male,Credit Card
NKORD01708,2023-07-12,NK009,Europe,Retail,1,5,30.4,9.17,28,Male,PayPal
NKORD01709,2025-09-13,NK016,North America,Retail,6,20,192.0,55.09,35,Other,Credit Card
NKORD01710,2024-07-26,NK006,Asia-Pacific,Wholesale,4,10,522.0,164.83,32,Female,UPI
NKORD01711,2023-05-11,NK002,Europe,Online,2,10,243.0,83.08,18,Male,NetBanking
NKORD01712,2023-12-30,NK007,Middle East & Africa,Retail,6,5,940.5,289.58,31,Male,UPI
NKORD01713,2024-07-01,NK003,Europe,Online,3,5,541.5,155.85,36,Female,PayPal
NKORD01714,2023-03-19,NK010,Europe,Online,3,10,175.5,50.67,36,Male,Credit Card
NKORD01715,2024-01-02,NK011,Asia-Pacific,Outlet,1,0,155.0,39.76,19,Other,Credit Card
NKORD01716,2023-09-09,NK008,Asia-Pacific,Online,1,5,118.75,42.93,25,Female,Credit Card
NKORD01717,2024-11-22,NK007,North America,Retail,5,0,825.0,232.5,35,Other,NetBanking
NKORD01718,2024-12-02,NK004,Europe,Retail,1,5,114.0,36.43,18,Male,Credit Card
NKORD01719,2023-09-30,NK012,Europe,Retail,1,0,30.0,7.59,20,Male,NetBanking
NKORD01720,2023-02-25,NK015,Europe,Online,3,5,79.8,22.84,35,Male,Apple Pay
NKORD01721,2025-01-10,NK004,North America,Outlet,3,0,360.0,98.44,32,Male,Credit Card
NKORD01722,2023-03-23,NK016,Middle East & Africa,Retail,2,10,72.0,22.18,28,Male,UPI
NKORD01723,2024-04-20,NK002,North America,Online,7,10,850.5,270.1,39,Female,Apple Pay
NKORD01724,2023-02-14,NK006,North America,Outlet,1,20,116.0,31.1,26,Male,Debit Card
NKORD01725,2023-07-18,NK020,Latin America,Online,2,10,54.0,10.62,23,Male,UPI
NKORD01726,2023-01-04,NK013,Europe,Outlet,2,0,250.0,83.09,33,Female,Google Pay
NKORD01727,2023-10-17,NK002,Asia-Pacific,Retail,5,0,675.0,198.42,28,Female,Credit Card
NKORD01728,2024-08-15,NK004,Latin America,Wholesale,6,20,576.0,152.12,27,Male,PayPal
NKORD01729,2025-08-20,NK002,North America,Retail,3,5,384.75,139.85,18,Female,Credit Card
NKORD01730,2025-02-15,NK001,North America,Retail,3,10,310.5,79.94,41,Male,Debit Card
NKORD01731,2025-06-29,NK018,Europe,Retail,3,5,79.8,26.72,48,Female,Credit Card
NKORD01732,2023-10-20,NK012,North America,Online,2,5,57.0,17.41,35,Male,Apple Pay
NKORD01733,2023-07-03,NK012,North America,Outlet,2,0,60.0,13.57,35,Male,PayPal
NKORD01734,2024-05-26,NK019,Europe,Online,2,5,38.0,12.79,29,Male,PayPal
NKORD01735,2025-09-02,NK008,Asia-Pacific,Online,4,10,450.0,136.0,28,Male,Apple Pay
NKORD01736,2024-12-11,NK016,Europe,Online,3,5,114.0,33.51,31,Female,NetBanking
NKORD01737,2025-07-22,NK018,North America,Retail,1,20,22.4,5.96,25,Female,PayPal
NKORD01738,2025-08-27,NK015,Asia-Pacific,Retail,1,20,22.4,6.33,47,Female,Credit Card
NKORD01739,2024-05-21,NK010,North America,Online,2,20,104.0,24.15,38,Female,Apple Pay
NKORD01740,2023-11-25,NK014,Asia-Pacific,Online,2,10,207.0,64.12,37,Male,Debit Card
NKORD01741,2023-11-26,NK016,North America,Wholesale,2,5,76.0,13.72,42,Female,Google Pay
NKORD01742,2023-01-09,NK003,Asia-Pacific,Online,3,5,541.5,181.06,39,Male,PayPal
NKORD01743,2024-03-20,NK016,Europe,Online,2,20,64.0,12.57,34,Male,Credit Card
NKORD01744,2025-09-29,NK007,Asia-Pacific,Retail,3,0,495.0,191.68,40,Female,Credit Card
NKORD01745,2024-11-09,NK002,Asia-Pacific,Retail,6,40,486.0,99.42,31,Female,Cash
NKORD01746,2024-07-09,NK012,Europe,Online,3,10,81.0,18.99,28,Male,Credit Card
NKORD01747,2023-10-04,NK006,North America,Online,4,0,580.0,176.31,42,Male,Credit Card
NKORD01748,2023-03-05,NK001,Middle East & Africa,Retail,3,10,310.5,93.48,28,Female,NetBanking
NKORD01749,2023-11-16,NK007,Middle East & Africa,Online,2,0,330.0,104.39,25,Male,PayPal
NKORD01750,2024-12-25,NK007,Asia-Pacific,Wholesale,1,0,165.0,50.1,44,Female,Credit Card
NKORD01751,2023-03-11,NK017,North America,Online,2,20,80.0,16.08,20,Other,UPI
NKORD01752,2024-11-01,NK002,Latin America,Retail,2,5,256.5,65.25,47,Female,Google Pay
